TAZ,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighPay,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,CollegeOn,CollegeOff,Hospital,ParkDistrict,ParkCostW,ParkCostU,ParkCostO,EmpSpaces,StudSpaces,OtherSpaces,SParking,Enplanements,AWDT,IEEI_Distance,PCT_AUTO_EE,PCT_AUTO_IEEI,PCT_CVSUT_EE,PCT_CVMUT_EE,PCT_CVSUT_IEEI,PCT_CVMUT_IEEI,F48,F49,F50,F51,F52,F53,F54,F55
519,Internal,393,800,62574,57,15.3,6.7,5,913,1140,262,3600,12,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
520,Internal,182,396,62574,57,15.3,6.7,0,77,604,75,16,34,0,0,0,0,0.0,12.913599964013054,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
521,Internal,278,517,54110,56,25.0,11.2,0,27,486,7,2,27,0,0,0,0,0.0,43.04533321337685,3.3226571767497037,19.65908008343559,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
522,Internal,942,2086,73065,56,17.2,17.4,78,15,154,1,0,27,0,0,0,0,0.0,187.2471994781893,29.90391459074733,76.01510965595095,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
523,Internal,207,579,90284,57,37.7,11.7,0,72,41,3,1,16,0,0,0,0,0.0,0.0,0.0,9.174237372269943,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
524,Internal,1,2,90284,57,37.7,11.7,0,3,15,0,43,6,0,0,0,0,0.0,25.827199928026108,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
525,Internal,410,1103,90284,57,37.7,11.7,0,124,113,8,9,22,0,0,0,0,0.0,79.63386644474717,1.6613285883748519,32.76513347239265,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
526,Internal,71,165,42831,54,20.2,11.7,2,56,226,21,131,23,0,0,0,0,0.0,10.761333303344212,9.96797153024911,2.621210677791412,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
527,Internal,278,753,149261,58,22.1,9.2,27,1,12,0,0,41,0,0,0,0,0.0,94.69973306942907,1.6613285883748519,9.174237372269943,0,0,0,0,719,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
528,Internal,490,1385,149261,58,22.1,9.2,35,90,42,0,0,66,0,0,0,0,0.0,105.46106637277327,8.306642941874259,28.833317455705533,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
529,Internal,499,1311,149261,58,22.1,9.2,12,151,258,39,0,11,0,0,0,0,0.0,105.46106637277327,3.3226571767497037,9.174237372269943,0,0,0,0,57,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
530,Internal,153,342,123160,58,28.5,8.6,0,7,13,0,0,41,0,0,0,0,0.0,12.913599964013054,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
531,Internal,143,308,62574,57,15.3,6.7,0,384,94,2,0,16,0,0,0,0,0.0,10.761333303344212,6.6453143534994075,2.621210677791412,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
532,Internal,554,1426,149261,58,22.1,9.2,7,230,502,7,1,41,0,0,0,0,0.0,107.61333303344212,0.0,5.242421355582824,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
533,Internal,784,1791,68750,54,19.5,14.9,23,16,80,34,4,37,0,0,0,0,0.0,159.26773288949434,11.629300118623961,26.21210677791412,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
534,Internal,392,1042,82303,54,15.8,17.1,4,110,322,17,49,34,0,0,0,0,0.0,53.80666651672106,0.0,5.242421355582824,0,0,0,0,833,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
535,Internal,0,0,55727,56,28.3,7.9,2,20,128,30,8,35,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
536,Internal,501,1269,83583,54,22.8,11.5,18,31,5,0,6,37,0,0,0,0,0.0,94.69973306942907,1.6613285883748519,32.76513347239265,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
537,Internal,650,1122,42163,56,8.9,9.8,0,10,210,1,78,44,0,0,0,0,0.0,165.72453287150086,6.6453143534994075,39.31816016687118,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
538,Internal,88,192,55727,56,28.3,7.9,48,507,727,75,328,41,0,0,0,0,0.0,94.69973306942907,0.0,0.0,0,0,0,0,961,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
539,Internal,609,1325,55727,56,28.3,7.9,5,5,22,0,0,16,0,0,0,0,0.0,144.20186626481242,29.90391459074733,26.21210677791412,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
540,Internal,323,508,55727,56,28.3,7.9,688,2232,1573,187,194,76,0,0,0,0,0.0,25.827199928026108,28.24258600237248,18.348474744539885,0,0,0,0,7338,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
541,Internal,46,135,76667,56,6.9,17.9,493,442,904,80,105,55,0,0,0,0,0.0,0.0,4.983985765124555,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
542,Internal,90,199,76667,56,6.9,17.9,1937,255,170,11,68,69,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
543,Internal,106,259,76667,56,6.9,17.9,166,228,290,35,7,94,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
544,Internal,135,362,76667,56,6.9,17.9,9,19,46,9,6,38,0,0,0,0,0.0,0.0,0.0,9.174237372269943,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
545,Internal,538,1301,47888,54,21.9,3.9,187,822,754,24,1,15,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
546,Internal,815,2014,76667,56,6.9,17.9,715,9,83,1,0,34,0,0,0,0,0.0,0.0,6.6453143534994075,28.833317455705533,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
547,Internal,37,68,76667,56,6.9,17.9,315,379,87,0,0,31,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
548,Internal,483,1262,76667,56,6.9,17.9,154,70,258,2,19,67,0,0,0,0,0.0,0.0,1.6613285883748519,23.59089610012271,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
549,Internal,134,328,76667,56,6.9,17.9,268,282,179,0,0,43,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
550,Internal,12,32,76667,56,6.9,17.9,551,57,41,0,4,26,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
551,Internal,0,0,55727,56,28.3,7.9,0,134,270,73,30,12,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
552,Internal,12,27,55727,56,28.3,7.9,3669,24,15,0,0,67,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
553,Internal,833,1756,55727,56,28.3,7.9,44,144,324,0,0,94,0,0,0,0,0.0,0.0,0.0,43.249976183558296,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
554,Internal,34,86,58190,50,22.0,12.0,397,331,740,3,0,94,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
555,Internal,96,117,55727,56,28.3,7.9,38,10,74,0,19,34,0,0,0,0,0.0,0.0,1.6613285883748519,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
556,Internal,38,88,55727,56,28.3,7.9,16,161,549,40,318,18,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
557,Internal,27,74,55727,56,28.3,7.9,843,144,588,24,3,67,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
558,Internal,128,188,55727,56,28.3,7.9,35,215,646,87,390,33,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
559,Internal,155,348,58190,50,22.0,12.0,7,212,932,241,1,59,0,0,0,0,0.0,12.913599964013054,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
560,Internal,55,133,55727,56,28.3,7.9,1192,503,700,6,47,61,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,796,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
561,Internal,1039,1964,58190,50,22.0,12.0,0,3105,484,468,221,89,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
562,Internal,471,1021,58190,50,22.0,12.0,188,783,766,143,49,73,0,0,0,0,0.0,0.0,4.983985765124555,14.416658727852766,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
563,Internal,58,146,58190,50,22.0,12.0,75,1730,692,89,42,83,0,0,0,0,0.0,0.0,0.0,5.242421355582824,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
564,Internal,320,734,58190,50,22.0,12.0,0,2928,877,32,19,86,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
565,Internal,121,300,58190,50,22.0,12.0,0,816,568,9,0,95,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
566,Internal,59,137,76667,56,6.9,17.9,274,1100,1360,174,24,87,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
567,Internal,181,454,58190,50,22.0,12.0,0,1186,606,81,1,90,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1071,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
568,Internal,54,118,58190,50,22.0,12.0,170,8926,1846,125,76,81,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
569,Internal,25,60,58190,50,22.0,12.0,30,240,662,2,0,93,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
570,Internal,493,1190,58190,50,22.0,12.0,0,3548,1152,127,9,91,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
571,Internal,54,133,58190,50,22.0,12.0,0,175,121,8,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
572,Internal,712,1299,58190,50,22.0,12.0,0,668,468,90,1,69,0,0,0,0,0.0,0.0,9.96797153024911,32.76513347239265,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
573,Internal,350,782,58190,50,22.0,12.0,0,1713,388,96,132,83,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
574,Internal,272,614,77485,72,9.3,3.6,123,445,422,37,0,91,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
575,Internal,684,1384,58190,50,22.0,12.0,0,3606,855,281,344,83,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
576,Internal,472,1047,58190,50,22.0,12.0,0,2613,569,227,107,87,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,816,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
577,Internal,1271,2372,77485,72,9.3,3.6,0,768,486,124,109,24,0,0,0,0,0.0,0.0,0.0,5.242421355582824,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
578,Internal,148,367,58190,50,22.0,12.0,10,6931,424,10,3,61,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
579,Internal,20,51,55727,56,28.3,7.9,0,916,50,0,0,97,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
580,Internal,639,1262,52404,72,17.7,5.1,201,0,153,0,71,69,0,0,0,0,0.0,0.0,0.0,15.727264066748473,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
581,Internal,1044,2217,103304,72,18.4,8.9,73,9,50,2,0,69,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
582,Internal,431,1138,103304,72,18.4,8.9,65,112,46,3,12,41,0,0,0,0,0.0,0.0,4.983985765124555,43.249976183558296,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
583,Internal,390,917,42831,54,20.2,11.7,19,77,361,31,185,23,0,0,0,0,0.0,68.87253314140295,56.48517200474496,13.10605338895706,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
584,Internal,149,294,103304,72,18.4,8.9,705,330,57,0,90,66,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,76,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
585,Internal,1,3,103304,72,18.4,8.9,1657,1457,159,1,0,85,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
586,Internal,569,1035,103304,72,18.4,8.9,2373,980,2,0,0,70,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
587,Internal,364,746,77485,72,9.3,3.6,319,186,149,139,55,49,0,0,0,0,0.0,0.0,4.983985765124555,9.174237372269943,0,0,0,0,465,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
588,Internal,450,953,77485,72,9.3,3.6,1,1395,965,291,131,70,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
589,Internal,98,199,77485,72,9.3,3.6,183,160,471,16,36,69,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
590,Internal,50,125,77485,72,9.3,3.6,0,110,422,443,80,61,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
591,Internal,125,223,77485,72,9.3,3.6,0,574,59,0,0,69,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
592,Internal,128,269,77485,72,9.3,3.6,0,202,165,80,260,9,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
593,Internal,86,196,77485,72,9.3,3.6,0,112,150,6,51,39,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
594,Internal,733,1344,77485,72,9.3,3.6,216,43,452,6,2,69,0,0,0,0,0.0,0.0,0.0,18.348474744539885,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
595,Internal,1420,2898,77485,72,9.3,3.6,0,398,381,2,0,36,0,0,0,0,0.0,0.0,0.0,43.249976183558296,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
596,Internal,29,58,77485,72,9.3,3.6,546,1171,823,134,26,76,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
597,Internal,4,8,77485,72,9.3,3.6,24,197,938,118,46,78,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
598,Internal,142,281,73304,44,2.5,47.9,0,105,107,44,74,32,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
599,Internal,150,305,73304,44,2.5,47.9,41,235,713,97,115,34,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
600,Internal,574,1436,37656,44,34.1,2.5,8,181,271,10,13,42,0,0,0,0,0.0,0.0,16.613285883748517,47.18179220024542,0,0,0,0,103,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
601,Internal,99,233,37656,44,34.1,2.5,0,123,48,28,3,34,0,0,0,0,0.0,12.913599964013054,0.0,0.0,0,0,0,0,943,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
602,Internal,354,881,37656,44,34.1,2.5,38,47,295,24,131,26,0,0,0,0,0.0,107.61333303344212,18.27461447212337,14.416658727852766,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
603,Internal,378,698,73304,44,2.5,47.9,10,505,179,78,25,66,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
604,Internal,502,778,73304,44,2.5,47.9,0,278,546,96,48,30,0,0,0,0,0.0,25.827199928026108,255.84460260972716,5.242421355582824,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
605,Internal,354,890,38250,44,22.9,6.4,8,533,718,117,160,47,0,0,0,0,0.0,0.0,0.0,9.174237372269943,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
606,Internal,321,690,38250,44,22.9,6.4,110,981,731,200,187,49,0,0,0,0,0.0,0.0,117.95432977461448,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
607,Internal,1365,2671,38250,44,22.9,6.4,44,1150,989,164,106,49,0,0,0,0,0.0,94.69973306942907,338.9110320284698,61.59845092809818,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
608,Internal,506,1055,73304,44,2.5,47.9,0,613,596,132,935,11,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
609,Internal,87,192,38250,44,22.9,6.4,0,156,185,53,19,58,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
610,Internal,48,121,38854,54,16.0,2.5,18,75,331,9,25,40,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
611,Internal,665,1236,38854,54,16.0,2.5,2,78,152,6,0,17,0,0,0,0,0.0,53.80666651672106,204.34341637010678,40.628765505766886,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
612,Internal,882,1983,39625,54,26.0,4.8,14,3995,1224,189,529,65,0,0,0,0,0.0,53.80666651672106,9.96797153024911,18.348474744539885,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
613,Internal,364,653,38854,54,16.0,2.5,0,17,165,8,55,17,0,0,0,0,0.0,12.913599964013054,29.90391459074733,28.833317455705533,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
614,Internal,312,629,39625,54,26.0,4.8,73,359,639,149,101,30,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
615,Internal,471,1362,38854,54,16.0,2.5,22,160,139,20,19,27,0,0,0,0,0.0,12.913599964013054,0.0,18.348474744539885,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
616,Internal,241,565,39625,54,26.0,4.8,0,377,737,112,284,15,0,0,0,0,0.0,12.913599964013054,9.96797153024911,28.833317455705533,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
617,Internal,429,1358,61788,50,15.8,17.7,26,96,8,1,0,28,0,0,0,0,0.0,66.72026648073411,11.629300118623961,5.242421355582824,0,0,0,0,771,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
618,Internal,364,690,61788,50,15.8,17.7,24,330,835,75,116,36,0,0,0,0,0.0,27.979466588694947,91.37307236061685,10.484842711165648,0,0,0,0,271,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
619,Internal,34,108,138125,50,28.6,11.2,17,62,45,0,0,52,0,0,0,0,0.0,12.913599964013054,1.6613285883748519,0.0,0,0,10,0,622,0,0,0,4,0,0,200,0,0,40,0,,,,,,,,,,,,,,,,,
620,Internal,58,139,138125,50,28.6,11.2,1,2,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
621,Internal,269,683,138125,50,28.6,11.2,4,83,71,1,0,38,0,0,0,0,0.0,53.80666651672106,1.6613285883748519,5.242421355582824,0,0,0,0,251,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
622,Internal,507,1462,138125,50,28.6,11.2,6,6,33,0,0,52,0,0,0,0,0.0,53.80666651672106,9.96797153024911,23.59089610012271,0,0,0,0,81,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
623,Internal,153,340,138125,50,28.6,11.2,0,116,152,0,1,27,0,0,0,0,0.0,0.0,4.983985765124555,5.242421355582824,0,0,0,0,1122,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
624,Internal,73,195,138125,50,28.6,11.2,5,0,1,12,0,28,0,0,0,0,0.0,12.913599964013054,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
625,Internal,8,15,61788,50,15.8,17.7,0,7,33,0,3,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
626,Internal,87,164,61788,50,15.8,17.7,1,532,902,131,937,12,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
627,Internal,388,660,61788,50,15.8,17.7,10,977,1116,608,302,24,0,0,0,0,0.0,133.44053296146822,33.226571767497035,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
628,Internal,601,1299,80540,50,16.9,28.0,22,201,222,1,2,52,0,0,0,0,0.0,66.72026648073411,79.74377224199289,9.174237372269943,0,0,0,0,1845,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
629,Internal,43,142,73304,44,2.5,47.9,0,18,22,1,0,19,0,0,0,0,0.0,0.0,4.983985765124555,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
630,Internal,253,623,80540,50,16.9,28.0,222,88,31,25,2,34,0,0,0,0,0.0,40.893066552708,41.53321470937129,5.242421355582824,0,0,0,0,551,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
631,Internal,10,25,103971,54,12.4,40.1,0,1,17,0,0,34,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
632,Internal,382,613,103971,54,12.4,40.1,0,245,859,100,10,29,0,0,0,0,0.0,643.5277315399838,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
633,Internal,483,889,103971,54,12.4,40.1,6,656,2528,46,138,51,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
634,Internal,91,184,103971,54,12.4,40.1,0,246,394,353,475,14,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
635,Internal,91,250,103971,54,12.4,40.1,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,5.242421355582824,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
636,Internal,188,494,103971,54,12.4,40.1,1,4,49,0,0,24,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
637,Internal,191,452,103971,54,12.4,40.1,9,53,39,5,0,36,0,0,0,0,0.0,53.80666651672106,0.0,5.242421355582824,0,0,0,0,242,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
638,Internal,364,651,103971,54,12.4,40.1,1,183,325,21,58,62,0,0,0,0,0.0,40.893066552708,1.6613285883748519,9.174237372269943,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
639,Internal,777,1455,120486,54,14.0,15.4,7,1558,976,626,475,35,0,0,0,0,0.0,120.52693299745516,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
640,Internal,571,1049,120486,54,14.0,15.4,7,796,147,52,22,80,0,0,0,0,0.0,79.63386644474717,16.613285883748517,9.174237372269943,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
641,Internal,276,420,56793,54,12.6,10.5,0,3,148,0,54,34,0,0,0,0,0.0,25.827199928026108,48.1785290628707,23.59089610012271,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,
